sellprice,year,km_driven,fuel,seller_type,transmission,owner,mileage(kmpl),engine(CC),maxpower(bhp),seats
0.73,2012,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100,7
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
0.65,2019,10000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
0.35,2012,40000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,5
0.98,2017,53000,Diesel,Individual,Manual,First Owner,17.6,2179,147.94,7
0.425,2012,56000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.6,2016,6757,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5
0.725,2017,100000,Diesel,Individual,Manual,Second Owner,18.49,1493,100,7
0.16,2014,120000,Diesel,Individual,Manual,First Owner,25,1396,25,5
0.63,2019,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
0.55,2015,70000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.335,2017,25000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.135,2012,70000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.4,2013,44500,Diesel,Individual,Manual,Second Owner,20.46,1461,83.8,5
0.475,2015,51000,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5
0.375,2018,11500,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.503,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
0.085,2007,150000,Diesel,Individual,Manual,Second Owner,17.2,1396,17.2,5
0.55,2015,60000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
2.7,2017,23000,Diesel,Dealer,Automatic,First Owner,17.9,2143,136,5
0.35,2018,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.246,2013,56000,Diesel,Dealer,Manual,First Owner,22.1,1248,74,5
0.35,2017,34000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
0.22,2011,70000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5
0.69,2019,20000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
1,2019,72000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,5
0.6,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.67,2015,60000,Diesel,Individual,Manual,First Owner,25.1,1498,98.6,5
0.295,2013,120000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
0.3,2014,100000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,5
0.509999,2018,100000,Diesel,Individual,Manual,First Owner,28.4,1248,74,5
0.7,2016,86000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.39,2014,64000,Petrol,Individual,Manual,Third Owner,15.04,1598,103.2,5
0.114999,2008,58632,Petrol,Dealer,Manual,Second Owner,14,796,14,5
0.25,2011,50000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.375,2011,49000,Petrol,Individual,Manual,First Owner,15.04,1598,103.6,5
0.225,2013,58343,Petrol,Dealer,Manual,First Owner,21.79,998,67.05,5
0.25,2010,190000,Diesel,Individual,Manual,Third Owner,16.2,1493,110,5
0.45,2017,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5
0.455,2011,90000,Diesel,Individual,Manual,First Owner,13.6,2523,63,7
0.335,2016,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67,5
0.425,2011,60000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,7
0.35,2010,90000,Diesel,Individual,Manual,Second Owner,23,1396,90,5
0.43,2017,35000,Petrol,Individual,Manual,Second Owner,23.84,1199,84,5
0.59,2012,110000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
0.375,2008,100000,Petrol,Individual,Manual,Third Owner,13.5,1799,130,5
0.48,2007,110000,Diesel,Individual,Automatic,Fourth & Above Owner,16.07,1995,181,5
0.3,2011,60000,Diesel,Individual,Manual,First Owner,20.3,1248,75,5
0.125,2011,85000,Diesel,Individual,Manual,Second Owner,18,1248,18,5
0.484999,2011,80000,Diesel,Individual,Manual,Second Owner,13.5,2179,115,5
0.3,2013,133000,Diesel,Individual,Manual,First Owner,20.3,1248,75,5
0.48,2014,37000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
1.1,2014,80000,Diesel,Individual,Manual,First Owner,14.74,2199,194.3,7
0.604,2017,30000,Petrol,Individual,Manual,Second Owner,17,1497,121.36,5
1.1,2017,88754,Diesel,Dealer,Manual,First Owner,16,2179,140,7
0.53,2018,65000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,7
0.179,2010,68700,Petrol,Individual,Manual,Third Owner,19,998,19,5
0.425,2017,40000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,5
0.101,2009,90000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,19.7,8
0.225,2010,64000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
0.35,2015,50000,Petrol,Individual,Manual,First Owner,18.2,1199,82.4,5
0.045,1999,100000,Petrol,Individual,Manual,Third Owner,17.3,993,17.3,5
0.5,2014,33400,Petrol,Individual,Manual,First Owner,17.43,1396,105.5,5
5.5,2018,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235,5
0.7,2017,60000,Diesel,Individual,Manual,First Owner,18.49,1493,100,7
2.475,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
0.685,2019,4300,Petrol,Dealer,Manual,First Owner,18.6,1197,81.86,5
0.899,2015,80000,Diesel,Individual,Manual,Second Owner,19.67,1582,126.2,5
0.195,2007,175000,Diesel,Individual,Manual,Second Owner,18.7,1896,66,5
0.18,2010,80000,Diesel,Individual,Manual,First Owner,21.12,1248,21.12,5
0.63,2016,30154,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.85,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
0.6,2016,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.95,2017,35000,Petrol,Individual,Manual,First Owner,17.4,1497,117.6,5
0.3,2019,35000,Petrol,Individual,Manual,First Owner,23.01,999,67,5
0.7,2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.5,2011,60000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
0.225,2010,100000,Diesel,Individual,Manual,Second Owner,17.8,1399,68,5
0.55,2017,70000,Diesel,Individual,Manual,Second Owner,25.83,1498,99,5
0.15,2013,90000,Diesel,Individual,Manual,Second Owner,19.4,1405,19.4,5
0.455999,2014,80000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,5
0.455,2017,50000,Diesel,Individual,Manual,First Owner,24,1186,73.97,5
0.17,2010,100000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.775,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.9,2018,26235,Diesel,Dealer,Manual,First Owner,16.55,2498,105,6
0.17,2012,90000,Diesel,Individual,Manual,First Owner,25.44,936,25.44,5
1.1,2012,80000,Diesel,Individual,Automatic,Second Owner,16.07,1995,181,5
1.05,2018,15000,Diesel,Individual,Manual,First Owner,16,2179,140,7
1.35,2016,97000,Diesel,Individual,Automatic,First Owner,16.96,1968,138.03,5
0.66,2019,10000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
0.7,2018,45000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
0.35,2014,25000,Petrol,Individual,Manual,First Owner,18.5,1197,85.8,5
2,2016,68089,Petrol,Dealer,Automatic,First Owner,19.16,2494,157.7,5
0.7,2012,60000,Diesel,Individual,Manual,Second Owner,15.1,2179,140,7
0.07,2011,80000,Diesel,Individual,Manual,Second Owner,17,1405,17,5
0.14,2012,75000,Diesel,Individual,Manual,First Owner,25.44,936,25.44,5
0.35,2013,70000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5
0.16,2006,90000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
0.64,2017,22512,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.325,2011,134000,Diesel,Individual,Manual,Second Owner,22.07,1199,73.9,5
0.645,2016,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598,103.5,5
0.65,2016,30000,Diesel,Individual,Manual,First Owner,19.64,1461,108.45,5
0.204999,2015,43000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,5
0.0945,2006,44000,Petrol,Individual,Manual,First Owner,19.7,796,19.7,5
1.2,2017,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
0.3,2011,110000,Diesel,Individual,Manual,Third Owner,17.8,1399,68,5
0.335,2016,17000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.48,2017,60000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,5
0.21,2011,120000,Diesel,Individual,Manual,First Owner,19.4,1405,70,5
0.795,2017,120000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
0.114999,2009,120000,Diesel,Individual,Manual,Third Owner,19.09,1396,19.09,5
0.43,2015,97000,Diesel,Individual,Manual,Second Owner,25.8,1498,98.6,5
0.503,2015,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
0.95,2018,75000,Diesel,Individual,Automatic,First Owner,21.5,1498,108.5,5
0.18,2010,55000,Petrol,Individual,Manual,First Owner,19,998,19,5
0.85,2015,173000,Diesel,Individual,Manual,First Owner,16,2179,140,7
1.27,2019,20000,Petrol,Individual,Automatic,First Owner,17,1591,121.3,5
0.22,2012,111000,Petrol,Individual,Manual,First Owner,19.7,796,46.3,5
1.265,2018,12000,Diesel,Individual,Manual,First Owner,20.37,1461,108.45,5
0.59,2019,90000,Petrol,Individual,Manual,First Owner,20.14,1197,81.86,5
0.348,2014,23000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
0.26,2012,110000,Diesel,Individual,Manual,First Owner,21.03,1461,65,5
0.75,2013,79328,Diesel,Dealer,Manual,Second Owner,12.99,2494,100.6,7
0.18,2014,62000,Petrol,Individual,Manual,First Owner,21.1,814,21.1,5
0.6,2015,54700,Diesel,Dealer,Manual,First Owner,26,1498,98.6,5
0.805,2016,49900,Petrol,Dealer,Manual,First Owner,16.3,1797,147.5,5
5.5,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.187,2013,120000,Petrol,Individual,Manual,Second Owner,17.92,1086,17.92,5
0.085,2005,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,19.7,5
2.711,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.2,2008,80000,Diesel,Individual,Manual,First Owner,12.2,1948,68,10
0.475,2013,76000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
0.77,2018,50000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.5,2017,62960,Diesel,Dealer,Manual,First Owner,25.83,1498,99,5
0.21,2010,100000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
0.31,2012,40000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,5
0.69,2018,52200,Diesel,Dealer,Manual,First Owner,26.59,1248,74,5
0.155,2006,110000,Diesel,Individual,Manual,Fourth & Above Owner,14.9,1991,14.9,5
0.28,2012,70000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
5.15,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5
0.91,2018,20000,Diesel,Dealer,Manual,First Owner,17,2596,80.8,5
0.2,2013,175000,Diesel,Individual,Manual,Second Owner,19.09,1396,69,5
0.75,2013,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
0.68,2014,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
2.711,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.43,2011,120000,Diesel,Individual,Manual,Second Owner,19.3,1248,73.9,5
0.47,2016,23700,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
0.35,2011,93500,Petrol,Dealer,Manual,Third Owner,17,1497,118,5
0.3,2014,65000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.32,2016,50000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.18,2010,53000,Petrol,Individual,Manual,Second Owner,21.1,1197,21.1,5
0.4,2012,120000,Diesel,Individual,Manual,Third Owner,19.01,1461,108.45,5
0.245,2010,146000,Diesel,Individual,Manual,Fourth & Above Owner,14,2498,112,7
0.3,2011,120000,Diesel,Individual,Manual,Third Owner,20.54,1598,103.6,5
0.055,2003,167000,Petrol,Individual,Manual,Second Owner,18.9,998,18.9,5
0.833,2018,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,5
0.165,2012,70000,Diesel,Individual,Manual,Second Owner,25.44,936,25.44,5
0.8,2017,60000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
0.375,2011,90000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.34,2012,110000,Diesel,Individual,Manual,Second Owner,15.96,2523,63,9
1.3,2019,20000,Petrol,Individual,Automatic,First Owner,17.4,1497,117.6,5
0.09,2004,110000,Petrol,Individual,Manual,Third Owner,19.7,796,19.7,5
0.236,2015,60000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.298,2016,70000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.44,2017,30000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
0.376,2012,26000,Petrol,Individual,Manual,First Owner,19.4,1198,86.8,5
0.43,2013,190000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
0.725,2017,6550,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,5
0.86,2017,80000,Diesel,Individual,Manual,First Owner,28.09,1248,88.5,5
0.615,2015,80000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,5
0.16,2014,90000,Diesel,Individual,Manual,First Owner,25,1396,25,5
2.711,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.7,2015,40000,Diesel,Individual,Automatic,First Owner,18.49,1493,100,7
2.711,2017,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999,177,5
0.22,2012,90000,Diesel,Individual,Manual,First Owner,23.03,1396,69,5
0.48,2017,30400,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
0.35,2016,80000,Petrol,Individual,Manual,Second Owner,19.1,1197,82,5
0.5,2015,35000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.5,2018,10000,Diesel,Individual,Manual,First Owner,23.5,909,45,8
0.49,2013,95000,Diesel,Individual,Manual,First Owner,20.46,1461,83.8,5
0.595,2016,131111,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
0.4,2013,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5
1.898999,2016,46000,Diesel,Dealer,Automatic,First Owner,18.25,1968,187.74,5
0.15,2009,30000,Diesel,Individual,Manual,First Owner,19.09,1396,19.09,5
0.426,2016,110000,Petrol,Individual,Manual,First Owner,18.15,1198,82,6
0.19,2012,110000,Diesel,Individual,Manual,First Owner,21,1199,75,5
0.57,2017,25272,Petrol,Dealer,Manual,First Owner,21.01,1197,81.8,5
1.511,2017,32000,Diesel,Individual,Manual,First Owner,16.3,1956,170,5
0.9,2010,240000,Diesel,Individual,Manual,First Owner,11.5,2982,171,7
0.22,2014,93000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
1.575,2019,18000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,7
0.685,2015,109000,Diesel,Dealer,Manual,First Owner,22.7,1498,89.84,5
0.65,2020,7300,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5
0.16,2005,300000,Diesel,Individual,Manual,Third Owner,13.6,2523,13.6,7
0.425,2014,70000,Diesel,Individual,Manual,First Owner,23.2,1248,73.94,5
0.55,2016,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,9
0.32,2009,80000,Diesel,Individual,Manual,Third Owner,12.05,2179,120,7
0.45,2013,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5
0.5,2018,20000,Petrol,Individual,Manual,Second Owner,18.9,1197,81.86,5
0.4,2017,100000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
0.375,2008,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7,2609,120,8
0.28,2014,60000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
0.27,2006,70000,Petrol,Individual,Manual,Second Owner,17.7,1497,78,5
0.875,2016,40000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
0.599,2016,39000,Petrol,Dealer,Manual,First Owner,15.9,1496,120.69,5
0.721,2019,9400,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,5
0.775,2017,75000,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,5
0.065,2008,10000,Petrol,Individual,Manual,Second Owner,16.1,796,16.1,4
1.05,2015,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
0.522,2013,150000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,5
1.35,2018,40000,Diesel,Individual,Manual,First Owner,16,2179,138,7
0.35,2011,118000,Diesel,Individual,Manual,Second Owner,21.1,1248,73.9,5
0.29,2015,42000,Petrol,Individual,Manual,First Owner,23.95,998,67.05,5
0.29,2011,82500,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,5
0.35,2014,64000,Petrol,Individual,Manual,First Owner,20.36,1197,78.9,5
0.65,2015,120000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.509999,2010,97000,Diesel,Individual,Automatic,Second Owner,11.79,2179,120,8
0.43,2018,16589,Petrol,Dealer,Manual,First Owner,20.51,998,67.04,5
0.65,2019,5621,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
2.475,2018,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
0.325,2004,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152,5
0.57,2016,136511,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
0.25,2011,55130,Diesel,Dealer,Manual,Second Owner,20,1399,68,5
0.212,2007,58000,Diesel,Dealer,Manual,Second Owner,16.8,1493,110,5
0.14,2010,116700,Petrol,Individual,Manual,Fourth & Above Owner,15,1368,15,5
0.325,2012,80000,Diesel,Individual,Manual,Second Owner,22.9,1248,74,5
0.352,2017,68850,Petrol,Dealer,Manual,First Owner,18.9,998,67.1,5
0.204999,2014,15000,Petrol,Individual,Manual,Second Owner,22.74,796,47.3,5
0.275,2013,20000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.075,2000,90000,Diesel,Individual,Manual,Second Owner,12.8,1489,12.8,5
1.5,2016,100600,Diesel,Individual,Manual,Second Owner,13.68,2393,147.8,8
0.235,2009,70000,Petrol,Individual,Manual,Second Owner,17.3,1061,64,5
0.55,2018,30000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
0.06,2007,62000,Petrol,Individual,Manual,Second Owner,16.1,796,16.1,4
0.191,2012,90000,Petrol,Individual,Manual,First Owner,19,998,67.1,5
0.2,2012,90000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7
0.38,2011,157000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.3,5
1,2017,60000,Diesel,Individual,Automatic,Second Owner,17.01,1582,126.2,5
0.399,2019,4000,Petrol,Individual,Manual,First Owner,20.3,1086,68,5
0.65,2017,30000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
0.37,2014,120000,Diesel,Individual,Manual,Second Owner,21.14,1498,103.52,5
0.578,2020,5000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
0.375,2012,31711,Petrol,Dealer,Manual,Second Owner,17.6,1496,88.7,5
0.4,2017,140000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7
0.28,2011,20000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
0.245,2016,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
0.225,2013,90000,Diesel,Individual,Manual,First Owner,17.21,1493,100,7
0.57,2017,15780,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,5
0.44,2011,90000,Diesel,Individual,Automatic,Second Owner,18.1,1991,147.9,4
5.5,2019,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
0.34,2017,30000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,5
0.55,2017,10000,Petrol,Individual,Manual,First Owner,20.3,1199,84,5
0.89,2018,55000,Diesel,Dealer,Manual,First Owner,18.49,1493,100,7
1.405,2018,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,5
0.25,2010,60000,Diesel,Individual,Manual,Second Owner,14,2498,112,7
0.215,2012,90000,Petrol,Individual,Manual,Third Owner,19.7,796,46.3,5
0.55,2013,100600,Diesel,Individual,Manual,Third Owner,20.46,1461,83.8,5
0.35,2015,40000,Petrol,Individual,Manual,Second Owner,20.51,998,67.04,5
1.56,2020,20102,Diesel,Dealer,Manual,First Owner,13.68,2393,147.51,8
0.45,2017,30000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
0.56,2018,26300,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
5.15,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5
0.165,2010,30000,Petrol,Individual,Manual,Third Owner,19.7,796,19.7,5
0.7,2018,13000,Petrol,Individual,Manual,First Owner,21.4,1197,83.1,5
0.7,2018,19100,Petrol,Individual,Manual,First Owner,19,1194,94.68,5
3.75,2013,56000,Diesel,Dealer,Automatic,First Owner,11.2,2993,241,4
0.2,2010,120000,Petrol,Individual,Manual,Third Owner,18.5,1197,80,5
0.4,2014,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5
0.351,2016,60000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
0.385,2018,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
5.15,2019,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,5
2.7,2016,35000,Diesel,Dealer,Automatic,First Owner,15,2143,204,5
0.57,2019,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,5
0.31,2012,86000,Diesel,Individual,Manual,First Owner,14,2498,112,8
0.185,2007,90000,Diesel,Individual,Manual,Fourth & Above Owner,17.8,1248,17.8,5
0.32,2008,100000,Diesel,Individual,Manual,Second Owner,12.7,2609,116.6,9
0.7,2016,90000,Diesel,Individual,Automatic,First Owner,26.59,1248,74,5
0.35,2020,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,5
0.4,2011,100000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,5
0.083,2012,90000,Diesel,Individual,Manual,Second Owner,25,1396,25,5
0.7,2017,70000,Diesel,Individual,Manual,First Owner,15.96,2523,63,9
0.2,2012,90000,Diesel,Individual,Manual,First Owner,23.57,1396,70,5
0.175,2008,120000,Diesel,Individual,Manual,Third Owner,16.8,1405,16.8,5
0.22,2006,120000,Diesel,Individual,Manual,Second Owner,10.5,2179,120,8
0.869999,2012,225000,Diesel,Individual,Manual,Second Owner,12.99,2494,100,8
0.6,2016,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5
2.15,2019,25000,Diesel,Dealer,Manual,First Owner,16.3,1956,170.63,5
